Timestamp|Steering|SteeringSpeed|Throttle|Brake|SteeringSensor|SpeedSensor
1712302888.641873|0.0|49920|0.0|0.0|16|0
1712302888.677867|0.0|49920|0.0|0.0|16|0
1712302888.7098706|0.0|49920|0.0|0.0|16|0
1712302888.7418718|0.0|49920|0.0|0.0|16|0
1712302888.777868|0.0|49920|0.0|0.0|16|0
1712302888.8098712|0.0|49920|0.0|0.0|16|0
1712302888.8418744|0.0|49920|0.0|0.0|16|0
1712302888.877868|0.0|49920|0.0|0.0|16|0
1712302888.9098713|0.0|49920|0.0|0.0|16|0
1712302888.9418757|0.0|49920|0.0|0.0|16|0
1712302888.9778702|0.0|49920|0.0|0.0|16|0
1712302889.0098746|0.0|49920|0.0|0.0|16|0
1712302889.0418768|0.0|49920|0.0|0.0|16|0
1712302889.0778728|0.0|49920|0.0|0.0|16|0
1712302889.109877|0.0|49920|0.0|0.0|16|0
1712302889.1418788|0.0|49920|0.0|0.0|16|0
1712302889.1778777|0.0|49920|0.0|0.0|16|0
1712302889.209877|0.0|49920|0.0|0.0|16|0
1712302889.2458773|0.0|49920|0.0|0.0|16|0
1712302889.2778752|0.0|49920|0.0|0.0|16|0
1712302889.3098767|0.0|49920|0.0|0.0|16|0
1712302889.345875|0.0|49920|0.0|0.0|16|0
1712302889.3778775|0.0|49920|0.0|0.0|16|0
1712302889.4098794|0.0|49920|0.0|0.0|16|0
1712302889.445876|0.0|49920|0.0|0.0|16|0
1712302889.47788|0.0|49920|0.0|0.0|16|0
1712302889.5098794|0.0|49920|0.0|0.0|16|0
1712302889.5458763|0.0|49920|0.0|0.0|16|0
1712302889.57788|0.0|49920|0.0|0.0|16|0
1712302889.6098812|0.0|49920|0.0|0.0|16|0
1712302889.6458795|0.0|49920|0.0|0.0|16|0
1712302889.67788|0.0|49920|0.0|0.0|16|0
1712302889.7098818|0.0|49920|0.0|0.0|16|0
1712302889.745879|0.0|49920|0.0|0.0|16|0
1712302889.77788|0.0|49920|0.0|0.0|16|0
1712302889.8138766|0.0|49920|0.0|0.0|16|0
1712302889.8458817|0.0|49920|0.0|0.0|16|0
1712302889.8778846|0.0|49920|0.0|0.0|16|0
1712302889.9138792|0.0|49920|0.0|0.0|16|0
1712302889.9458807|0.0|49920|0.0|0.0|16|0
1712302889.977884|0.0|49920|0.0|0.0|16|0
1712302890.0138803|0.0|49920|0.0|0.0|16|0
1712302890.0458834|0.0|49920|0.0|0.0|16|0
1712302890.077886|0.0|49920|0.0|0.0|16|0
1712302890.1138785|0.0|49920|0.0|0.0|16|0
1712302890.14588|0.0|49920|0.0|0.0|16|0
1712302890.1778824|0.0|49920|0.0|0.0|16|0
1712302890.2138796|0.0|49920|0.0|0.0|16|0
1712302890.2458832|0.0|49920|0.0|0.0|16|0
1712302890.28188|0.0|49920|0.0|0.0|16|0
1712302890.31388|0.0|49920|0.0|0.0|16|0
1712302890.3458824|0.0|49920|0.0|0.0|16|0
1712302890.38188|0.0|49920|0.0|0.0|16|0
1712302890.413881|0.0|49920|0.0|0.0|16|0
1712302890.4458861|0.0|49920|0.0|0.0|16|0
1712302890.4818792|0.0|49920|0.0|0.0|16|0
1712302890.5138853|0.0|49920|0.0|0.0|16|0
1712302890.545884|0.0|49920|0.0|0.0|16|0
1712302890.5818863|0.0|49920|0.0|0.0|16|0
1712302890.6138875|0.0|49920|0.0|0.0|16|0
1712302890.6458886|0.0|49920|0.0|0.0|16|0
1712302890.6818829|0.0|49920|0.0|0.0|16|0
1712302890.7138832|0.0|49920|0.0|0.0|16|0
1712302890.7498808|0.0|49920|0.0|0.0|16|0
1712302890.7818825|0.0|49920|0.0|0.0|16|0
1712302890.813886|0.0|49920|0.0|0.0|16|0
1712302890.8498926|0.0|49920|0.0|0.0|16|0
1712302890.8818858|0.0|49920|0.0|0.0|16|0
1712302890.9138875|0.0|49920|0.0|0.0|16|0
1712302890.949882|0.0|49920|0.0|0.0|16|0
1712302890.9818838|0.0|49920|0.0|0.0|16|0
1712302891.0138898|0.0|49920|0.0|0.0|16|0
1712302891.0498846|0.0|49920|0.0|0.0|16|0
1712302891.0818877|0.0|49920|0.0|0.0|16|0
1712302891.1138885|0.0|49920|0.0|0.0|16|0
1712302891.1498845|0.0|49920|0.0|0.0|16|0
1712302891.1818871|0.0|49920|0.0|0.0|16|0
1712302891.2138894|0.0|49920|0.0|0.0|16|0
1712302891.2498934|0.0|49920|0.0|0.0|16|0
1712302891.2818909|0.0|49920|0.0|0.0|16|0
1712302891.3178864|0.0|49920|0.0|0.0|16|0
1712302891.3498874|0.0|49920|0.0|0.0|16|0
1712302891.3818955|0.0|49920|0.0|0.0|16|0
1712302891.4178867|0.0|49920|0.0|0.0|16|0
1712302891.4498878|0.0|49920|0.0|0.0|16|0
1712302891.4818912|0.0|49920|0.0|0.0|16|0
1712302891.517887|0.0|49920|0.0|0.0|16|0
1712302891.549889|0.0|49920|0.0|0.0|16|0
1712302891.5818934|0.0|49920|0.0|0.0|16|0
1712302891.6178882|0.0|49920|0.0|0.0|16|0
1712302891.6498919|0.0|49920|0.0|0.0|16|0
1712302891.6819012|0.0|49920|0.0|0.0|16|0
1712302891.7178934|0.0|49920|0.0|0.0|16|0
1712302891.7498927|0.0|49920|0.0|0.0|16|0
1712302891.781894|0.0|49920|0.0|0.0|16|0
1712302891.817891|0.0|49920|0.0|0.0|16|0
1712302891.8498943|0.0|49920|0.0|0.0|16|0
1712302891.8858902|0.0|49920|0.0|0.0|16|0
1712302891.917894|0.0|49920|0.0|0.0|16|0
1712302891.9498951|0.0|49920|0.0|0.0|16|0
1712302891.9858928|0.0|49920|0.0|0.0|16|0
1712302892.0178928|0.0|49920|0.0|0.0|16|0
1712302892.0498974|0.0|49920|0.0|0.0|16|0
1712302892.08589|0.0|49920|0.0|0.0|16|0
1712302892.1178944|0.0|49920|0.0|0.0|16|0
1712302892.1498961|0.0|49920|0.0|0.0|16|0
1712302892.1858997|0.0|49920|0.0|0.0|16|0
1712302892.217901|0.0|49920|0.0|0.0|16|0
1712302892.2499025|0.0|49920|0.0|0.0|16|0
1712302892.285899|0.0|49920|0.0|0.0|16|0
1712302892.3179023|0.0|49920|0.0|0.0|16|0
1712302892.3538961|0.0|49920|0.0|0.0|16|0
1712302892.3858998|0.0|49920|0.0|0.0|16|0
1712302892.417902|0.0|49920|0.0|0.0|16|0
1712302892.4538982|0.0|49920|0.0|0.0|16|0
1712302892.485901|0.0|49920|0.0|0.0|16|0
1712302892.5179057|0.0|49920|0.0|0.0|16|0
1712302892.5538988|0.0|49920|0.0|0.0|16|0
1712302892.5859077|0.0|49920|0.0|0.0|16|0
1712302892.6179073|0.0|49920|0.0|0.0|16|0
1712302892.6539001|0.0|49920|0.0|0.0|16|0
1712302892.6859052|0.0|49920|0.0|0.0|16|0
1712302892.717907|0.0|49920|0.0|0.0|16|0
1712302892.7539024|0.0|49920|0.0|0.0|16|0
1712302892.785906|0.0|49920|0.0|0.0|16|0
1712302892.8219|0.0|49920|0.0|0.0|16|0
1712302892.853904|0.0|49920|0.0|0.0|16|0
1712302892.8859053|0.0|49920|0.0|0.0|16|0
1712302892.9219027|0.0|49920|0.0|0.0|16|0
1712302892.953904|0.0|49920|0.0|0.0|16|0
1712302892.9859114|0.0|49920|0.0|0.0|16|0
1712302893.0219014|0.0|49920|0.0|0.0|16|0
1712302893.0539072|0.0|49920|0.0|0.0|16|0
1712302893.0859115|0.0|49920|0.0|0.0|16|0
1712302893.1219044|0.0|49920|0.0|0.0|16|0
1712302893.1539073|0.0|49920|0.0|0.0|16|0
1712302893.1859095|0.0|49920|0.0|0.0|16|0
1712302893.2219057|0.0|49920|0.0|0.0|16|0
1712302893.253909|0.0|49920|0.0|0.0|16|0
1712302893.2859118|0.0|49920|0.0|0.0|16|0
1712302893.321906|0.0|49920|0.0|0.0|16|0
1712302893.353909|0.0|49920|0.0|0.0|16|0
1712302893.3899066|0.0|49920|0.0|0.0|16|0
1712302893.421909|0.0|49920|0.0|0.0|16|0
1712302893.4539113|0.0|49920|0.0|0.0|16|0
1712302893.489906|0.0|49920|0.0|0.0|16|0
1712302893.52191|0.0|49920|0.0|0.0|16|0
1712302893.5539134|0.0|49920|0.0|0.0|16|0
1712302893.5899074|0.0|49920|0.0|0.0|16|0
1712302893.6219115|0.0|49920|1.0|0.0|16|0
1712302893.6539154|0.0|49920|1.0|0.0|16|0
1712302893.6899068|0.0|49920|1.0|0.0|16|0
1712302893.7219124|0.0|49920|1.0|0.0|16|0
1712302893.7539158|0.0|49920|1.0|0.0|16|0
1712302893.7899098|0.0|49920|1.0|0.0|16|0
1712302893.8219125|0.0|49920|1.0|0.0|16|0
1712302893.853916|0.05931000038981438|49920|1.0|0.0|16|0
1712302893.8899107|0.0998699963092804|49920|1.0|0.0|18|0
1712302893.9219155|0.11474999785423279|49920|1.0|0.0|26|0
1712302893.9579096|0.11879000067710876|49920|1.0|0.0|33|0
1712302893.9899142|0.11879000067710876|49920|1.0|0.0|41|0
1712302894.021918|0.12052000313997269|49920|1.0|0.0|50|0
1712302894.05791|0.10553000122308731|49920|1.0|0.0|61|0
1712302894.089915|0.031369999051094055|49920|1.0|0.0|66|0
1712302894.1219149|0.0|49920|1.0|0.0|66|0
1712302894.1579041|0.0|49920|1.0|0.0|66|0
1712302894.1899164|0.0|49920|1.0|0.0|65|0
1712302894.2219164|0.0|49920|1.0|0.0|59|20
1712302894.2579112|0.008790000341832638|49920|1.0|0.0|46|20
1712302894.2899153|0.09043999761343002|49920|1.0|0.0|39|20
1712302894.321918|0.14940999448299408|49920|1.0|0.0|30|40
1712302894.357913|0.19724999368190765|49920|1.0|0.0|29|40
1712302894.3899179|0.19724999368190765|49920|1.0|0.0|35|40
1712302894.4219198|0.23082000017166138|49920|1.0|0.0|60|40
1712302894.4579136|0.243599995970726|49920|1.0|0.0|104|40
1712302894.4899158|0.2465900033712387|49920|1.0|0.0|123|40
1712302894.5259106|0.25001001358032227|49920|1.0|0.0|137|60
1712302894.5579133|0.2501800060272217|49920|1.0|0.0|147|60
1712302894.5899167|0.2501800060272217|49920|1.0|0.0|155|60
1712302894.6219184|0.2502500116825104|49920|1.0|0.0|161|60
1712302894.6579175|0.2545900046825409|49920|1.0|0.0|163|70
1712302894.689917|0.25812000036239624|49920|1.0|0.0|168|70
1712302894.7259114|0.2600499987602234|49920|1.0|0.0|170|70
1712302894.757916|0.2614400088787079|49920|1.0|0.0|170|70
1712302894.789919|0.2614400088787079|49920|1.0|0.0|170|80
1712302894.8259153|0.2614400088787079|49920|1.0|0.0|171|80
1712302894.8579187|0.25540998578071594|49920|1.0|0.0|171|80
1712302894.8899193|0.1912200003862381|49920|1.0|0.0|171|80
1712302894.9259164|0.12512999773025513|49920|1.0|0.0|171|80
1712302894.9579186|0.03384999930858612|49920|1.0|0.0|169|80
1712302894.9939125|0.0|49920|1.0|0.0|151|90
1712302895.0259163|0.0|49920|1.0|0.0|122|90
1712302895.0579226|0.0|49920|1.0|0.0|89|90
1712302895.0939155|0.0|49920|1.0|0.0|48|90
1712302895.1259162|0.0|49920|1.0|0.0|26|90
1712302895.1579194|0.0|49920|1.0|0.0|20|100
1712302895.1899211|0.0|49920|1.0|0.0|10|90
1712302895.2259192|0.0|49920|1.0|0.0|6|90
1712302895.2579207|0.0|49920|1.0|0.0|4|100
1712302895.2939174|0.0|49920|1.0|0.0|3|100
1712302895.325919|0.0|49920|1.0|0.0|3|100
1712302895.35792|0.0|49920|1.0|0.0|2|110
1712302895.3939216|0.0|49920|1.0|0.0|2|110
1712302895.425923|0.0|49920|1.0|0.0|2|110
1712302895.4579227|0.0|49920|1.0|0.0|2|110
1712302895.49392|0.0|49920|1.0|0.0|2|100
1712302895.5259206|0.0|49920|1.0|0.0|2|110
1712302895.5579243|0.0|49920|1.0|0.0|2|110
1712302895.59392|0.0|49920|1.0|0.0|2|110
1712302895.6259234|0.0|49920|1.0|0.0|1|110
1712302895.6579256|0.0|49920|1.0|0.0|2|110
1712302895.6939225|0.0|49920|1.0|0.0|2|110
1712302895.7259238|0.0|49920|1.0|0.0|2|110
1712302895.7579267|0.0|49920|1.0|0.0|2|110
1712302895.7939227|0.0|49920|1.0|0.0|2|120
1712302895.8259249|0.0|49920|1.0|0.0|1|110
1712302895.8619225|-0.014929999597370625|49920|1.0|0.0|2|110
1712302895.8939242|-0.10610999912023544|49920|1.0|0.0|1|120
1712302895.9259293|-0.1665000021457672|49920|1.0|0.0|0|120
1712302895.9619184|-0.19210000336170197|49920|1.0|0.0|-14|110
1712302895.9939246|-0.20107999444007874|49920|1.0|0.0|-52|110
1712302896.0259266|-0.20107999444007874|49920|1.0|0.0|-81|110
1712302896.0619226|-0.20146000385284424|49920|1.0|0.0|-99|120
1712302896.0939262|-0.1248600035905838|49920|1.0|0.0|-108|110
1712302896.1259305|-0.017400000244379044|49920|1.0|0.0|-113|110
1712302896.161922|0.0|49920|1.0|0.0|-112|110
1712302896.193928|0.0|49920|1.0|0.0|-75|110
1712302896.22593|0.0|49920|1.0|0.0|-50|110
1712302896.2619274|0.0|49920|1.0|0.0|-30|110
1712302896.2939305|0.0|49920|1.0|0.0|-21|110
1712302896.3259296|0.0|49920|1.0|0.0|-13|120
1712302896.3619297|0.0|49920|1.0|0.0|-11|110
1712302896.3939304|0.0|49920|1.0|0.0|-9|110
1712302896.4299269|0.0|49920|1.0|0.0|-8|110
1712302896.4619288|0.0|49920|1.0|0.0|-7|110
1712302896.4939306|0.0|49920|1.0|0.0|-7|110
1712302896.529924|0.0|49920|1.0|0.0|-7|110
1712302896.5619283|0.0|49920|1.0|0.0|-7|110
1712302896.5939326|0.0|49920|1.0|0.0|-7|110
1712302896.629925|0.0|49920|1.0|0.0|-7|110
1712302896.661932|0.0|49920|1.0|0.0|-7|110
1712302896.693933|0.0|49920|1.0|0.0|-6|110
1712302896.7299294|0.0|49920|1.0|0.0|-6|110
1712302896.7619317|0.0|49920|1.0|0.0|-6|110
1712302896.7939324|0.0|49920|1.0|0.0|-7|110
1712302896.8299317|0.0|49920|1.0|0.0|-7|100
1712302896.8619316|0.0|49920|1.0|0.0|-6|100
1712302896.8979266|0.0|49920|1.0|0.0|-6|110
1712302896.9299307|0.0|49920|1.0|0.0|-7|100
1712302896.9619334|0.0|49920|1.0|0.0|-6|110
1712302896.9979277|0.0|49920|1.0|0.0|-6|110
1712302897.0299313|0.0|49920|1.0|0.0|-6|110
1712302897.0619373|0.051750000566244125|49920|1.0|0.0|-6|110
1712302897.0979288|0.10197000205516815|49920|1.0|0.0|-3|100
1712302897.1299336|0.12001000344753265|49920|1.0|0.0|4|100
1712302897.1619356|0.12530000507831573|49920|1.0|0.0|12|110
1712302897.1979332|0.12665000557899475|49920|1.0|0.0|24|100
1712302897.2299335|0.12665000557899475|49920|1.0|0.0|32|100
1712302897.2619362|0.12665000557899475|49920|1.0|0.0|43|110
1712302897.2979329|0.06949000060558319|49920|1.0|0.0|51|110
1712302897.3299363|0.0|49920|1.0|0.0|56|110
1712302897.3659298|0.0|49920|1.0|0.0|56|110
1712302897.397936|0.0|49920|1.0|0.0|56|100
1712302897.4299352|0.0|49920|1.0|0.0|51|100
1712302897.4659307|0.0|49920|1.0|0.0|40|100
1712302897.4979353|0.0|49920|1.0|0.0|34|100
1712302897.5299397|0.0|49920|1.0|0.0|28|110
1712302897.5659316|0.0|49920|1.0|0.0|17|110
1712302897.5979357|0.04513999819755554|49920|1.0|0.0|10|100
1712302897.6299381|0.04513999819755554|49920|1.0|0.0|8|110
1712302897.6659317|0.1107499971985817|49920|1.0|0.0|8|110
1712302897.6979365|0.15119999647140503|49920|1.0|0.0|9|100
1712302897.7299407|0.189520001411438|49920|1.0|0.0|16|110
1712302897.765936|0.251910001039505|49920|1.0|0.0|41|110
1712302897.7979379|0.3112899959087372|49920|1.0|0.0|72|100
1712302897.8299406|0.3112899959087372|49920|1.0|0.0|105|100
1712302897.8659406|0.3403500020503998|49920|1.0|0.0|149|100
1712302897.8979397|0.34957000613212585|49920|1.0|0.0|181|100
1712302897.9339385|0.3531300127506256|49920|1.0|0.0|204|100
1712302897.9659383|0.33149999380111694|49920|1.0|0.0|214|100
1712302897.9979413|0.1940000057220459|49920|1.0|0.0|220|100
1712302898.0339358|0.1940000057220459|49920|1.0|0.0|222|100
1712302898.0659366|0.05042999982833862|49920|1.0|0.0|222|100
1712302898.0979419|0.0|49920|1.0|0.0|201|100
1712302898.1339352|0.0|49920|1.0|0.0|160|100
1712302898.165944|0.0|49920|1.0|0.0|127|100
1712302898.1979432|0.0|49920|1.0|0.0|92|100
1712302898.2339365|0.0|49920|1.0|0.0|55|100
1712302898.2659464|0.0|49920|1.0|0.0|41|100
1712302898.2979457|0.0|49920|1.0|0.0|33|100
1712302898.3339393|0.0|49920|1.0|0.0|24|100
1712302898.3659425|0.0|49920|1.0|0.0|16|100
1712302898.397945|0.0|49920|1.0|0.0|9|100
1712302898.4339406|0.0|49920|1.0|0.0|8|100
1712302898.4659445|0.0|49920|1.0|0.0|7|100
1712302898.5019395|0.0|49920|1.0|0.0|6|100
1712302898.5339427|0.0|49920|1.0|0.0|5|100
1712302898.565945|0.0|49920|1.0|0.0|5|100
1712302898.6019382|0.0|49920|1.0|0.0|5|100
1712302898.6339421|0.0|49920|1.0|0.0|5|100
1712302898.6659505|0.0|49920|1.0|0.0|5|100
1712302898.7019405|0.0|49920|1.0|0.0|5|100
1712302898.7339466|0.0|49920|1.0|0.0|5|100
1712302898.7659466|0.0|49920|1.0|0.0|3|100
1712302898.8019438|0.0|49920|1.0|0.0|3|100
1712302898.8339465|0.0|49920|1.0|0.0|3|100
1712302898.8659477|0.0|49920|1.0|0.0|4|100
1712302898.9019446|0.0|49920|1.0|0.0|3|90
1712302898.9339478|0.0|49920|1.0|0.0|3|100
1712302898.9699423|0.0|49920|1.0|0.0|3|100
1712302899.0019455|0.0|49920|1.0|0.0|3|90
1712302899.0339463|0.0|49920|1.0|0.0|3|100
1712302899.0699418|0.0|49920|1.0|0.0|3|100
1712302899.101947|0.0|49920|1.0|0.0|3|100
1712302899.1339486|0.0|49920|1.0|0.0|2|100
1712302899.169941|0.0|49920|1.0|0.0|3|100
1712302899.2019475|0.0|49920|1.0|0.0|3|100
1712302899.233949|0.0|49920|1.0|0.0|3|100
1712302899.2699459|0.0|49920|1.0|0.0|3|100
1712302899.301949|0.0|49920|1.0|0.0|3|100
1712302899.3339524|0.0|49920|1.0|0.0|3|100
1712302899.3699484|0.0|49920|1.0|0.0|3|100
1712302899.40195|0.0|49920|1.0|0.0|3|100
1712302899.437945|0.0|49920|1.0|0.0|3|100
1712302899.4699516|0.0|49920|1.0|0.0|3|100
1712302899.5019498|0.0|49920|1.0|0.0|3|100
1712302899.5379486|0.0|49920|1.0|0.0|3|100
1712302899.5699499|0.0|49920|1.0|0.0|3|100
1712302899.6019537|0.0|49920|1.0|0.0|3|100
1712302899.6379457|0.0|49920|1.0|0.0|3|100
1712302899.669951|0.0|49920|1.0|0.0|3|100
1712302899.701953|0.0|49920|1.0|0.0|3|100
1712302899.7379477|0.0|49920|1.0|0.0|3|100
1712302899.7699509|0.0|49920|1.0|0.0|2|100
1712302899.801955|0.0|49920|1.0|0.0|2|100
1712302899.837952|0.0|49920|1.0|0.0|2|100
1712302899.8699553|0.0|49920|1.0|0.0|3|100
1712302899.9019547|0.0|49920|1.0|0.0|3|100
1712302899.937951|0.0|49920|1.0|0.0|3|100
1712302899.9699535|0.0|49920|1.0|0.0|2|100
1712302900.005948|0.0|49920|1.0|0.0|2|100
1712302900.0379527|0.0|49920|1.0|0.0|2|100
1712302900.0699563|0.0|49920|1.0|0.0|2|100
1712302900.1059496|0.0|49920|1.0|0.0|2|100
1712302900.1379519|0.0|49920|1.0|0.0|3|100
1712302900.1699576|0.0|49920|1.0|0.0|3|100
1712302900.20595|0.0|49920|1.0|0.0|3|100
1712302900.2379558|0.0|49920|1.0|0.0|3|100
1712302900.2699585|0.0|49920|1.0|0.0|3|110
1712302900.3019617|0.0|49920|1.0|0.0|2|110
1712302900.3379564|0.0|49920|1.0|0.0|2|100
1712302900.369957|0.0|49920|1.0|0.0|3|100
1712302900.405959|0.0|49920|1.0|0.0|3|100
1712302900.4379566|0.0|49920|1.0|0.0|3|110
1712302900.46996|0.0|49920|1.0|0.0|3|100
1712302900.5059566|0.0|49920|1.0|0.0|4|100
1712302900.5379581|0.0|49920|1.0|0.0|4|100
1712302900.5739522|0.0|49920|1.0|0.0|4|110
1712302900.605959|0.0|49920|1.0|0.0|4|100
1712302900.6379607|0.0|49920|1.0|0.0|4|100
1712302900.6739545|0.0|49920|1.0|0.0|4|100
1712302900.7059584|0.0|49920|1.0|0.0|4|110
1712302900.7379615|0.0|49920|1.0|0.0|4|110
1712302900.7739546|0.0|49920|1.0|0.0|4|100
1712302900.8059766|0.0|49920|1.0|0.0|4|100
1712302900.837963|0.0|49920|1.0|0.0|4|100
1712302900.87396|0.0|49920|1.0|0.0|4|110
1712302900.9059606|0.0|49920|1.0|0.0|4|100
1712302900.937963|0.0|49920|1.0|0.0|4|100
1712302900.9739604|0.0|49920|1.0|0.0|4|100
1712302901.0059652|0.0|49920|1.0|0.0|4|110
1712302901.041956|0.0|49920|1.0|0.0|4|100
1712302901.0739672|0.0|49920|1.0|0.0|4|100
1712302901.1059628|0.0|49920|1.0|0.0|4|100
1712302901.141956|0.0|49920|1.0|0.0|3|110
1712302901.1739647|0.0|49920|1.0|0.0|3|100
1712302901.2059696|0.0|49920|1.0|0.0|3|100
1712302901.2419581|0.0|49920|1.0|0.0|3|100
1712302901.2739656|0.0|49920|1.0|0.0|4|110
1712302901.3059661|0.0|49920|1.0|0.0|2|110
1712302901.341961|0.0|49920|1.0|0.0|3|100
1712302901.373964|0.0|49920|1.0|0.0|3|100
1712302901.4059675|0.0|49920|1.0|0.0|2|100
1712302901.4419634|0.0|49920|1.0|0.0|2|110
1712302901.4739656|0.0|49920|1.0|0.0|2|110
1712302901.5059698|0.0|49920|1.0|0.0|1|110
1712302901.5419638|0.0|49920|1.0|0.0|1|100
1712302901.5739665|0.0|49920|1.0|0.0|2|110
1712302901.60996|0.0|49920|1.0|0.0|2|100
1712302901.6419656|0.0|49920|1.0|0.0|2|100
1712302901.67397|0.0|49920|1.0|0.0|2|110
1712302901.7099607|0.0|49920|1.0|0.0|2|100
1712302901.7419665|0.0|49920|1.0|0.0|2|100
1712302901.77397|0.0|49920|1.0|0.0|2|110
1712302901.8099616|0.0|49920|1.0|0.0|2|100
1712302901.8419685|0.0|49920|1.0|0.0|2|100
1712302901.8739705|0.0|49920|1.0|0.0|2|110
1712302901.9099684|0.057179998606443405|49920|1.0|0.0|2|100
1712302901.941968|0.11196999996900558|49920|1.0|0.0|3|100
1712302901.9739702|0.17080000042915344|49920|1.0|0.0|8|100
1712302902.0099666|0.2905699908733368|49920|1.0|0.0|30|110
1712302902.0419683|0.3804900050163269|49920|1.0|0.0|60|100
1712302902.0779638|0.41569000482559204|49920|1.0|0.0|95|100
1712302902.1099696|0.41569000482559204|49920|1.0|0.0|138|100
1712302902.1419706|0.4274600148200989|49920|1.0|0.0|181|110
1712302902.1779664|0.35644999146461487|49920|1.0|0.0|215|100
1712302902.2099712|0.00827999971807003|49920|1.0|0.0|233|100
1712302902.2419727|0.0|49920|1.0|0.0|238|110
1712302902.2779682|0.0|49920|1.0|0.0|222|110
1712302902.3099701|0.0|49920|1.0|0.0|181|110
1712302902.341972|0.0|49920|1.0|0.0|137|110
1712302902.3779683|0.0|49920|1.0|0.0|103|100
1712302902.409974|0.0|49920|1.0|0.0|69|100
1712302902.441976|0.0|49920|1.0|0.0|43|110
1712302902.4779708|0.0|49920|1.0|0.0|28|100
1712302902.5099714|0.0|49920|1.0|0.0|22|100
1712302902.541974|0.0|49920|1.0|0.0|11|100
1712302902.5779743|0.0|49920|1.0|0.0|10|110
1712302902.6099746|0.0|49920|1.0|0.0|9|100
1712302902.6459703|0.0|49920|1.0|0.0|7|100
1712302902.677974|0.0|49920|1.0|0.0|7|100
1712302902.7099752|0.0|49920|1.0|0.0|7|100
1712302902.7459683|0.0|49920|1.0|0.0|6|100
1712302902.7779746|0.0|49920|1.0|0.0|6|100
1712302902.8099775|0.0|49920|1.0|0.0|7|100
1712302902.8459694|0.0|49920|1.0|0.0|6|100
1712302902.8779762|0.0|49920|1.0|0.0|5|100
1712302902.9099772|0.0|49920|1.0|0.0|6|100
1712302902.945974|0.0|49920|1.0|0.0|6|100
1712302902.9779775|0.0|49920|1.0|0.0|5|100
1712302903.00998|0.0|49920|1.0|0.0|6|100
1712302903.045976|0.0|49920|1.0|0.0|5|100
1712302903.0779762|0.0|49920|1.0|0.0|5|100
1712302903.1139698|0.0|49920|1.0|0.0|5|100
1712302903.1459715|0.0|49920|1.0|0.0|5|100
1712302903.1779764|0.0|49920|1.0|0.0|6|100
1712302903.2139707|0.0|49920|1.0|0.0|6|100
1712302903.245975|0.0|49920|1.0|0.0|6|100
1712302903.277976|0.0|49920|1.0|0.0|6|100
1712302903.313969|0.0|49920|1.0|0.0|6|100
1712302903.3459742|0.0|49920|1.0|0.0|6|100
1712302903.3779788|0.0|49920|1.0|0.0|6|100
1712302903.4139717|0.0|49920|1.0|0.0|6|100
1712302903.4459777|0.0|49920|1.0|0.0|5|100
1712302903.4779773|0.0|49920|1.0|0.0|7|100
