epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
371,5726.93,0.91898,0.53337,0.87316,0.90365,0.9302,0.94691,0.70516,0.92882,0.47839,0.90124,0.002674,0.002674,0.002674
372,5742.3,0.923,0.53043,0.87284,0.90419,0.93078,0.94806,0.70541,0.92928,0.47888,0.90119,0.0026542,0.0026542,0.0026542
373,5757.43,0.93073,0.54116,0.87554,0.90154,0.93168,0.94776,0.70469,0.93025,0.47885,0.90148,0.0026344,0.0026344,0.0026344
374,5772.64,0.92083,0.53549,0.8743,0.90178,0.93224,0.94827,0.70502,0.92953,0.47863,0.90128,0.0026146,0.0026146,0.0026146
375,5788.05,0.93162,0.54191,0.87687,0.90191,0.93179,0.94745,0.70421,0.92917,0.47912,0.90132,0.0025948,0.0025948,0.0025948
376,5803.52,0.94691,0.53958,0.87833,0.90268,0.93236,0.94759,0.70436,0.92932,0.47959,0.9011,0.002575,0.002575,0.002575
377,5819.01,0.91898,0.54616,0.87279,0.90326,0.93294,0.94797,0.70522,0.92925,0.47974,0.90125,0.0025552,0.0025552,0.0025552
378,5834.5,0.9468,0.55399,0.87542,0.90246,0.93238,0.94831,0.70578,0.92871,0.48017,0.90109,0.0025354,0.0025354,0.0025354
379,5850,0.92198,0.54678,0.87389,0.90213,0.93123,0.94708,0.70408,0.92978,0.48008,0.9012,0.0025156,0.0025156,0.0025156
380,5865.47,0.92429,0.53729,0.87382,0.90308,0.93251,0.94792,0.7051,0.9293,0.4799,0.90124,0.0024958,0.0024958,0.0024958
381,5880.87,0.92433,0.54019,0.87331,0.90232,0.9321,0.94693,0.70506,0.92932,0.48007,0.90141,0.002476,0.002476,0.002476
382,5896.29,0.92022,0.53702,0.86872,0.9031,0.93191,0.9479,0.7043,0.92984,0.47999,0.90139,0.0024562,0.0024562,0.0024562
383,5911.7,0.92096,0.54029,0.86849,0.90206,0.93183,0.94759,0.7055,0.92965,0.4796,0.90149,0.0024364,0.0024364,0.0024364
384,5927.09,0.90647,0.53502,0.86757,0.90375,0.93262,0.94769,0.70526,0.93005,0.47982,0.90153,0.0024166,0.0024166,0.0024166
385,5942.48,0.92259,0.53954,0.87196,0.90338,0.93283,0.94817,0.70508,0.92943,0.47929,0.90151,0.0023968,0.0023968,0.0023968
386,5958.25,0.91348,0.53716,0.87174,0.90274,0.9322,0.94716,0.7047,0.92912,0.48025,0.90113,0.002377,0.002377,0.002377
387,5973.68,0.90241,0.53073,0.86947,0.903,0.93149,0.94767,0.70608,0.92887,0.48056,0.90105,0.0023572,0.0023572,0.0023572
388,5989.06,0.91156,0.53575,0.85767,0.90367,0.93207,0.94866,0.7061,0.92945,0.48029,0.9012,0.0023374,0.0023374,0.0023374
389,6004.43,0.92005,0.53806,0.86936,0.90417,0.93237,0.94762,0.70502,0.92897,0.4799,0.90117,0.0023176,0.0023176,0.0023176
390,6019.82,0.91369,0.54308,0.86836,0.90366,0.93262,0.94836,0.70597,0.92848,0.48062,0.901,0.0022978,0.0022978,0.0022978
391,6035.25,0.92119,0.53372,0.86882,0.90359,0.93262,0.94845,0.70683,0.92892,0.48018,0.90101,0.002278,0.002278,0.002278
392,6050.67,0.93374,0.5467,0.86845,0.90372,0.93294,0.94811,0.70703,0.92859,0.48004,0.90117,0.0022582,0.0022582,0.0022582
393,6066.1,0.91582,0.53645,0.86876,0.90304,0.93237,0.94792,0.70684,0.9291,0.47952,0.9012,0.0022384,0.0022384,0.0022384
394,6081.57,0.89966,0.53736,0.85884,0.90242,0.9324,0.94826,0.70712,0.92858,0.47925,0.90116,0.0022186,0.0022186,0.0022186
395,6097.01,0.92135,0.53593,0.86949,0.90337,0.93329,0.94886,0.70734,0.92898,0.4791,0.90113,0.0021988,0.0021988,0.0021988
396,6112.47,0.90767,0.52413,0.87053,0.90242,0.93238,0.94903,0.70809,0.92895,0.47889,0.9012,0.002179,0.002179,0.002179
397,6127.91,0.91009,0.5275,0.86759,0.90261,0.93236,0.94902,0.70881,0.92948,0.47912,0.90111,0.0021592,0.0021592,0.0021592
398,6143.32,0.89766,0.53368,0.86269,0.90285,0.93294,0.94833,0.70767,0.92894,0.47866,0.90102,0.0021394,0.0021394,0.0021394
399,6158.73,0.89743,0.51937,0.8643,0.90296,0.93267,0.94826,0.70854,0.92926,0.4789,0.90114,0.0021196,0.0021196,0.0021196
400,6174.09,0.89732,0.53008,0.86507,0.90266,0.93285,0.94856,0.70803,0.92976,0.47883,0.90104,0.0020998,0.0020998,0.0020998
401,6189.53,0.90379,0.53542,0.86408,0.90316,0.93346,0.9484,0.70816,0.92958,0.47823,0.90124,0.00208,0.00208,0.00208
402,6205.32,0.91218,0.52855,0.86542,0.90359,0.93406,0.94818,0.7078,0.92936,0.47902,0.9011,0.0020602,0.0020602,0.0020602
403,6220.78,0.89932,0.53156,0.86375,0.90275,0.93412,0.94865,0.70834,0.92895,0.47917,0.9011,0.0020404,0.0020404,0.0020404
404,6236.16,0.89998,0.52818,0.86618,0.90245,0.93355,0.94874,0.70788,0.92922,0.4785,0.90111,0.0020206,0.0020206,0.0020206
405,6251.56,0.90197,0.53475,0.86043,0.90312,0.93368,0.94923,0.70982,0.92952,0.47774,0.90117,0.0020008,0.0020008,0.0020008
406,6266.95,0.90133,0.53243,0.86496,0.90239,0.93311,0.94861,0.70827,0.92914,0.47766,0.90087,0.001981,0.001981,0.001981
407,6282.38,0.88309,0.52389,0.86102,0.9024,0.93254,0.94806,0.70819,0.92888,0.47832,0.90092,0.0019612,0.0019612,0.0019612
408,6297.8,0.89694,0.5199,0.86248,0.90184,0.93254,0.94777,0.70924,0.92914,0.47815,0.90088,0.0019414,0.0019414,0.0019414
409,6313.21,0.9037,0.526,0.86295,0.90204,0.93254,0.94762,0.70841,0.92944,0.47804,0.9009,0.0019216,0.0019216,0.0019216
410,6328.68,0.90649,0.52703,0.86858,0.90289,0.93311,0.94783,0.70855,0.93017,0.47859,0.90112,0.0019018,0.0019018,0.0019018
411,6344.16,0.89325,0.52098,0.86222,0.90277,0.93311,0.94794,0.70861,0.92956,0.47819,0.90122,0.001882,0.001882,0.001882
412,6359.64,0.9277,0.53048,0.86353,0.90198,0.93254,0.94784,0.70762,0.92968,0.47801,0.90139,0.0018622,0.0018622,0.0018622
413,6375.08,0.90703,0.53045,0.86351,0.90316,0.93311,0.94835,0.70831,0.93008,0.47823,0.90124,0.0018424,0.0018424,0.0018424
414,6390.53,0.89655,0.52057,0.86149,0.90329,0.93311,0.94813,0.70853,0.92988,0.47754,0.90116,0.0018226,0.0018226,0.0018226
415,6405.99,0.90232,0.52703,0.86039,0.9041,0.93311,0.94831,0.7078,0.93021,0.47732,0.90142,0.0018028,0.0018028,0.0018028
416,6421.39,0.88908,0.5177,0.86339,0.9039,0.93309,0.94841,0.70879,0.92992,0.47724,0.90137,0.001783,0.001783,0.001783
417,6436.77,0.88277,0.52325,0.86118,0.90327,0.93254,0.94783,0.70815,0.92966,0.47745,0.9015,0.0017632,0.0017632,0.0017632
418,6452.21,0.89608,0.5262,0.86422,0.90345,0.93249,0.94865,0.70972,0.93004,0.47802,0.90129,0.0017434,0.0017434,0.0017434
419,6467.98,0.90213,0.52691,0.86295,0.90369,0.93243,0.94835,0.70968,0.92982,0.47719,0.90131,0.0017236,0.0017236,0.0017236
420,6483.33,0.88425,0.51617,0.86308,0.90374,0.93241,0.94836,0.70981,0.92979,0.47799,0.90132,0.0017038,0.0017038,0.0017038
421,6498.71,0.89712,0.52241,0.86458,0.90362,0.93311,0.94901,0.70963,0.92915,0.47737,0.9012,0.001684,0.001684,0.001684
422,6514.1,0.88426,0.51543,0.85841,0.90364,0.93311,0.94948,0.71046,0.92935,0.47719,0.90157,0.0016642,0.0016642,0.0016642
423,6529.53,0.89293,0.52517,0.86097,0.90401,0.93322,0.94951,0.71076,0.92923,0.47667,0.90146,0.0016444,0.0016444,0.0016444
424,6544.95,0.89025,0.51462,0.86548,0.90301,0.93276,0.94924,0.71089,0.9291,0.47796,0.90137,0.0016246,0.0016246,0.0016246
425,6560.35,0.89039,0.51611,0.86712,0.90386,0.93325,0.94855,0.70907,0.92963,0.47761,0.90149,0.0016048,0.0016048,0.0016048
426,6575.78,0.88405,0.51212,0.85871,0.90345,0.93269,0.94881,0.71061,0.9302,0.47794,0.90151,0.001585,0.001585,0.001585
427,6591.22,0.87901,0.50725,0.86148,0.90373,0.93226,0.94893,0.71102,0.93069,0.47835,0.90161,0.0015652,0.0015652,0.0015652
428,6606.62,0.86157,0.50639,0.85811,0.90384,0.9319,0.94814,0.70959,0.93017,0.47859,0.90144,0.0015454,0.0015454,0.0015454
429,6622.03,0.88854,0.51256,0.85428,0.90394,0.93177,0.94884,0.71009,0.93,0.47916,0.90142,0.0015256,0.0015256,0.0015256
430,6637.51,0.89071,0.50945,0.85926,0.90298,0.93238,0.94767,0.70768,0.93073,0.47864,0.90144,0.0015058,0.0015058,0.0015058
431,6652.92,0.87832,0.51214,0.85816,0.90285,0.93262,0.94792,0.70904,0.93019,0.47886,0.90152,0.001486,0.001486,0.001486
432,6668.15,0.87562,0.5122,0.86155,0.90343,0.93287,0.94922,0.70947,0.93056,0.47894,0.90157,0.0014662,0.0014662,0.0014662
433,6683.56,0.87111,0.51713,0.85613,0.9024,0.9325,0.94874,0.70776,0.92968,0.47877,0.90157,0.0014464,0.0014464,0.0014464
434,6699.01,0.8722,0.51144,0.85871,0.90166,0.93265,0.94854,0.70843,0.93026,0.47858,0.90164,0.0014266,0.0014266,0.0014266
435,6714.46,0.87578,0.51441,0.85712,0.90305,0.93195,0.94852,0.70894,0.93051,0.47876,0.90157,0.0014068,0.0014068,0.0014068
436,6730.28,0.87477,0.50634,0.85657,0.89963,0.93396,0.94848,0.70821,0.93138,0.47902,0.90172,0.001387,0.001387,0.001387
437,6745.74,0.85841,0.50268,0.8572,0.90025,0.93381,0.94845,0.70883,0.93037,0.47957,0.90147,0.0013672,0.0013672,0.0013672
438,6761.13,0.86996,0.50359,0.85676,0.89943,0.93427,0.94904,0.70817,0.931,0.479,0.90164,0.0013474,0.0013474,0.0013474
439,6776.52,0.87133,0.50628,0.85963,0.89917,0.93427,0.94847,0.70913,0.9306,0.47866,0.90152,0.0013276,0.0013276,0.0013276
440,6791.98,0.87156,0.50448,0.85394,0.89809,0.93373,0.94818,0.70888,0.93047,0.47856,0.90153,0.0013078,0.0013078,0.0013078
441,6807.39,0.86539,0.50137,0.8549,0.89759,0.93316,0.9469,0.70828,0.93116,0.47832,0.9016,0.001288,0.001288,0.001288
442,6822.81,0.86287,0.50089,0.85944,0.89835,0.93312,0.94658,0.70712,0.93096,0.47854,0.90189,0.0012682,0.0012682,0.0012682
443,6838.24,0.85794,0.49053,0.85996,0.89815,0.93306,0.94687,0.70742,0.93145,0.47849,0.90194,0.0012484,0.0012484,0.0012484
444,6853.66,0.85915,0.49736,0.85551,0.89987,0.9337,0.94902,0.70921,0.93038,0.47873,0.90194,0.0012286,0.0012286,0.0012286
445,6869.13,0.86282,0.50484,0.8517,0.89975,0.93361,0.94734,0.70888,0.9312,0.47897,0.90196,0.0012088,0.0012088,0.0012088
446,6884.54,0.85734,0.49533,0.85559,0.89999,0.93311,0.94826,0.70851,0.93111,0.47885,0.90205,0.001189,0.001189,0.001189
447,6899.93,0.87095,0.4997,0.8583,0.9009,0.93361,0.94809,0.70794,0.93029,0.47876,0.90205,0.0011692,0.0011692,0.0011692
448,6915.27,0.86308,0.50468,0.85285,0.90137,0.93328,0.9478,0.70872,0.93065,0.47862,0.9021,0.0011494,0.0011494,0.0011494
449,6930.63,0.85956,0.49983,0.85538,0.9013,0.93276,0.94739,0.70734,0.93064,0.47884,0.90208,0.0011296,0.0011296,0.0011296
450,6946.04,0.85953,0.49688,0.86102,0.90118,0.93216,0.94739,0.70818,0.93033,0.47953,0.90198,0.0011098,0.0011098,0.0011098
451,6961.47,0.85374,0.49671,0.85718,0.90115,0.93229,0.94809,0.70784,0.93021,0.47924,0.90205,0.00109,0.00109,0.00109
452,6976.89,0.8559,0.48756,0.85228,0.89797,0.92784,0.94777,0.70778,0.93023,0.47953,0.90193,0.0010702,0.0010702,0.0010702
453,6992.57,0.85365,0.49344,0.85191,0.89789,0.92795,0.94744,0.7074,0.93032,0.47925,0.90207,0.0010504,0.0010504,0.0010504
454,7007.95,0.8592,0.49932,0.85551,0.89856,0.92732,0.94827,0.70667,0.93031,0.47994,0.90202,0.0010306,0.0010306,0.0010306
455,7023.36,0.85516,0.496,0.85342,0.89904,0.92791,0.94913,0.70662,0.9295,0.48084,0.90159,0.0010108,0.0010108,0.0010108
456,7038.75,0.85227,0.48934,0.85332,0.89945,0.92786,0.94914,0.70629,0.92961,0.48059,0.90168,0.000991,0.000991,0.000991
457,7054.11,0.84856,0.49118,0.85666,0.89951,0.92787,0.94924,0.70695,0.9291,0.48032,0.90156,0.0009712,0.0009712,0.0009712
458,7069.51,0.84954,0.48941,0.85315,0.89892,0.92735,0.94798,0.70591,0.92951,0.47986,0.90165,0.0009514,0.0009514,0.0009514
459,7084.94,0.84497,0.48975,0.84871,0.89938,0.92725,0.94774,0.70574,0.92917,0.48001,0.90156,0.0009316,0.0009316,0.0009316
460,7100.28,0.84923,0.49579,0.84943,0.89834,0.92674,0.94726,0.70491,0.92859,0.48026,0.9016,0.0009118,0.0009118,0.0009118
461,7115.71,0.83207,0.48398,0.84433,0.89807,0.92678,0.94733,0.70515,0.92826,0.48083,0.90146,0.000892,0.000892,0.000892
462,7131.06,0.84114,0.48235,0.84705,0.89834,0.92734,0.94752,0.70637,0.92892,0.48067,0.90155,0.0008722,0.0008722,0.0008722
463,7146.47,0.85994,0.49912,0.85221,0.89885,0.92776,0.94844,0.7065,0.92906,0.48035,0.90156,0.0008524,0.0008524,0.0008524
464,7161.9,0.83958,0.48044,0.85332,0.89982,0.92797,0.9491,0.70705,0.92854,0.48036,0.90146,0.0008326,0.0008326,0.0008326
465,7177.33,0.83774,0.48859,0.85168,0.89847,0.92776,0.94857,0.7064,0.92792,0.48015,0.90149,0.0008128,0.0008128,0.0008128
466,7192.73,0.83553,0.48101,0.84897,0.89839,0.92758,0.94916,0.70647,0.92863,0.48016,0.90157,0.000793,0.000793,0.000793
467,7208.11,0.85817,0.49311,0.85716,0.89865,0.92792,0.95027,0.70816,0.92839,0.47987,0.9015,0.0007732,0.0007732,0.0007732
468,7223.57,0.83983,0.48988,0.8529,0.89752,0.92701,0.94909,0.70537,0.92923,0.48046,0.90147,0.0007534,0.0007534,0.0007534
469,7239.44,0.84451,0.4915,0.85257,0.89721,0.92681,0.94824,0.70663,0.92862,0.48122,0.90135,0.0007336,0.0007336,0.0007336
470,7254.8,0.84319,0.48361,0.84627,0.89719,0.92681,0.94838,0.70561,0.92862,0.48051,0.90131,0.0007138,0.0007138,0.0007138
471,7270.22,0.84235,0.48706,0.8519,0.89713,0.92684,0.94818,0.70538,0.92798,0.48096,0.90129,0.000694,0.000694,0.000694
472,7285.66,0.83365,0.48389,0.84545,0.89644,0.92628,0.94744,0.70677,0.92804,0.48091,0.90118,0.0006742,0.0006742,0.0006742
473,7301.12,0.84514,0.48065,0.84805,0.89737,0.92723,0.94869,0.70639,0.9282,0.48147,0.90103,0.0006544,0.0006544,0.0006544
474,7316.55,0.83072,0.48334,0.84884,0.89744,0.92701,0.94844,0.70479,0.92786,0.48153,0.90098,0.0006346,0.0006346,0.0006346
475,7332.01,0.81941,0.47498,0.84629,0.89751,0.92712,0.94882,0.70509,0.92813,0.48097,0.90094,0.0006148,0.0006148,0.0006148
476,7347.41,0.82915,0.48063,0.84943,0.89555,0.9289,0.94818,0.70599,0.92761,0.48136,0.90086,0.000595,0.000595,0.000595
477,7362.87,0.82031,0.48183,0.84678,0.89537,0.92998,0.94879,0.70533,0.92714,0.4814,0.90085,0.0005752,0.0005752,0.0005752
478,7378.23,0.82444,0.48156,0.84805,0.89543,0.92959,0.94915,0.70565,0.92687,0.48157,0.90067,0.0005554,0.0005554,0.0005554
479,7393.69,0.84522,0.48038,0.85306,0.89578,0.9297,0.94921,0.70615,0.92733,0.48148,0.9008,0.0005356,0.0005356,0.0005356
480,7409.11,0.82622,0.48435,0.84461,0.89598,0.92944,0.9493,0.70698,0.92671,0.48134,0.9007,0.0005158,0.0005158,0.0005158
481,7424.53,0.82966,0.47795,0.84881,0.89618,0.93012,0.94914,0.70596,0.92799,0.48163,0.90086,0.000496,0.000496,0.000496
482,7439.96,0.82416,0.48499,0.85047,0.8962,0.93023,0.94903,0.7067,0.92776,0.48223,0.90087,0.0004762,0.0004762,0.0004762
483,7455.36,0.82841,0.4796,0.85268,0.89617,0.9302,0.94941,0.70764,0.92746,0.48271,0.90085,0.0004564,0.0004564,0.0004564
484,7470.8,0.83873,0.47338,0.84993,0.89618,0.9302,0.9497,0.70706,0.92747,0.48258,0.90086,0.0004366,0.0004366,0.0004366
485,7485.99,0.83008,0.47616,0.84729,0.89612,0.93046,0.94969,0.70764,0.92731,0.48303,0.9008,0.0004168,0.0004168,0.0004168
486,7501.83,0.82607,0.47145,0.84911,0.89605,0.93046,0.94978,0.70841,0.92676,0.48293,0.90091,0.000397,0.000397,0.000397
487,7517.18,0.81412,0.46725,0.84665,0.89554,0.93002,0.94912,0.70586,0.92673,0.48238,0.90071,0.0003772,0.0003772,0.0003772
488,7532.58,0.82073,0.4674,0.84617,0.8946,0.92873,0.94891,0.70604,0.92599,0.48241,0.90083,0.0003574,0.0003574,0.0003574
489,7548.02,0.81816,0.47595,0.84663,0.89502,0.92916,0.94877,0.70703,0.92603,0.48207,0.90092,0.0003376,0.0003376,0.0003376
490,7563.44,0.81289,0.46589,0.84579,0.89552,0.92981,0.9494,0.70668,0.92615,0.48239,0.90083,0.0003178,0.0003178,0.0003178
491,7579.91,0.80229,0.45641,0.84471,0.89555,0.92988,0.9494,0.70807,0.92651,0.48196,0.90083,0.000298,0.000298,0.000298
492,7595.27,0.78691,0.45532,0.84532,0.8954,0.92981,0.94967,0.70636,0.92646,0.48285,0.90101,0.0002782,0.0002782,0.0002782
493,7610.44,0.77014,0.44056,0.83821,0.89474,0.92938,0.94918,0.7065,0.92643,0.48196,0.90108,0.0002584,0.0002584,0.0002584
494,7625.69,0.77274,0.45177,0.84351,0.89666,0.92907,0.94973,0.70706,0.92623,0.48231,0.90108,0.0002386,0.0002386,0.0002386
495,7641.01,0.77409,0.44309,0.84055,0.89478,0.92948,0.94908,0.7072,0.92662,0.48269,0.90115,0.0002188,0.0002188,0.0002188
496,7656.39,0.77489,0.44323,0.84029,0.89667,0.92808,0.94909,0.70689,0.92616,0.48274,0.90117,0.000199,0.000199,0.000199
497,7671.71,0.77047,0.44954,0.83974,0.89681,0.92818,0.94954,0.70731,0.92689,0.48236,0.90106,0.0001792,0.0001792,0.0001792
498,7687.01,0.77019,0.43998,0.8383,0.89627,0.92762,0.94895,0.70724,0.9261,0.48334,0.90089,0.0001594,0.0001594,0.0001594
499,7702.38,0.764,0.43706,0.83781,0.89659,0.92798,0.94864,0.70677,0.92574,0.48356,0.90099,0.0001396,0.0001396,0.0001396
500,7717.74,0.78067,0.44306,0.84228,0.89746,0.92818,0.94948,0.70789,0.92626,0.48308,0.90118,0.0001198,0.0001198,0.0001198
