epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,2857.01,1.06681,0.64151,0.91835,0.89714,0.91923,0.94318,0.69429,0.94388,0.51045,0.90548,0.0063568,0.0063568,0.0063568
186,2872.5,1.04935,0.61917,0.91764,0.89777,0.91919,0.94389,0.69511,0.94374,0.51056,0.90532,0.006337,0.006337,0.006337
187,2887.89,1.05243,0.61689,0.91295,0.89953,0.9173,0.94376,0.69534,0.94396,0.51074,0.90456,0.0063172,0.0063172,0.0063172
188,2903.71,1.06702,0.62591,0.91907,0.90278,0.91707,0.94409,0.69728,0.94366,0.50972,0.90455,0.0062974,0.0062974,0.0062974
189,2919.1,1.04335,0.62973,0.90954,0.90202,0.91829,0.94401,0.69727,0.94348,0.50913,0.90448,0.0062776,0.0062776,0.0062776
190,2934.45,1.04879,0.6224,0.915,0.9031,0.91807,0.9436,0.69761,0.94363,0.50948,0.90426,0.0062578,0.0062578,0.0062578
191,2949.93,1.05601,0.61934,0.92082,0.90258,0.9191,0.9445,0.69712,0.94474,0.50769,0.90443,0.006238,0.006238,0.006238
192,2965.36,1.04812,0.61479,0.90964,0.90348,0.91902,0.9445,0.69832,0.94469,0.50734,0.90441,0.0062182,0.0062182,0.0062182
193,2980.82,1.0493,0.63127,0.91066,0.90498,0.91914,0.94466,0.69799,0.9448,0.50751,0.90446,0.0061984,0.0061984,0.0061984
194,2996.24,1.04809,0.62414,0.91093,0.90478,0.91838,0.94435,0.69748,0.94561,0.50809,0.90493,0.0061786,0.0061786,0.0061786
195,3011.68,1.06442,0.62436,0.91215,0.9058,0.91847,0.94471,0.69756,0.94528,0.50826,0.90419,0.0061588,0.0061588,0.0061588
196,3027.14,1.05595,0.61963,0.91304,0.90602,0.91875,0.94385,0.6963,0.94551,0.50818,0.90417,0.006139,0.006139,0.006139
197,3042.62,1.05604,0.61685,0.91323,0.90673,0.91871,0.94458,0.69713,0.94525,0.50789,0.90504,0.0061192,0.0061192,0.0061192
198,3057.98,1.03433,0.617,0.91034,0.90661,0.91799,0.94466,0.6965,0.94571,0.50825,0.90528,0.0060994,0.0060994,0.0060994
199,3073.32,1.04391,0.61426,0.90935,0.90415,0.91834,0.94423,0.69765,0.94587,0.50812,0.90531,0.0060796,0.0060796,0.0060796
200,3088.68,1.05255,0.61481,0.91515,0.90237,0.91789,0.94452,0.69644,0.94612,0.50846,0.90547,0.0060598,0.0060598,0.0060598
201,3104.04,1.0442,0.61639,0.9116,0.90218,0.91849,0.9444,0.69683,0.94519,0.50735,0.90518,0.00604,0.00604,0.00604
202,3119.46,1.05313,0.61413,0.91649,0.90178,0.91837,0.94425,0.69673,0.94505,0.50707,0.90487,0.0060202,0.0060202,0.0060202
203,3134.92,1.03309,0.62996,0.90131,0.90231,0.92039,0.94518,0.6977,0.94523,0.50637,0.9048,0.0060004,0.0060004,0.0060004
204,3150.72,1.0661,0.62681,0.90973,0.90382,0.92079,0.9451,0.69913,0.94561,0.50586,0.90494,0.0059806,0.0059806,0.0059806
205,3166.1,1.04372,0.61492,0.90664,0.902,0.91974,0.94491,0.70038,0.94591,0.50604,0.90503,0.0059608,0.0059608,0.0059608
206,3181.47,1.05861,0.61556,0.91206,0.90183,0.91924,0.94503,0.70029,0.94576,0.50473,0.90506,0.005941,0.005941,0.005941
207,3196.88,1.03337,0.61898,0.9047,0.90212,0.91987,0.94525,0.69955,0.94516,0.50462,0.90509,0.0059212,0.0059212,0.0059212
208,3212.27,1.04352,0.61423,0.90908,0.90133,0.92034,0.94545,0.70032,0.94502,0.50484,0.90507,0.0059014,0.0059014,0.0059014
209,3227.71,1.056,0.61195,0.91466,0.9012,0.92028,0.94588,0.70048,0.94456,0.5039,0.90499,0.0058816,0.0058816,0.0058816
210,3243.06,1.03529,0.61533,0.91336,0.90084,0.92053,0.94594,0.70064,0.94408,0.5047,0.9047,0.0058618,0.0058618,0.0058618
211,3258.36,1.04016,0.62024,0.91005,0.90074,0.92091,0.94543,0.70027,0.94397,0.50484,0.90472,0.005842,0.005842,0.005842
212,3273.75,1.04773,0.64935,0.90624,0.89745,0.92508,0.94535,0.70088,0.94383,0.50429,0.90454,0.0058222,0.0058222,0.0058222
213,3289.16,1.03323,0.60319,0.90519,0.8975,0.92291,0.94504,0.69946,0.94376,0.50432,0.90392,0.0058024,0.0058024,0.0058024
214,3304.53,1.0426,0.60856,0.91412,0.89823,0.92186,0.94493,0.70047,0.94251,0.50533,0.90339,0.0057826,0.0057826,0.0057826
215,3320.01,1.03767,0.60616,0.91347,0.89823,0.92182,0.94517,0.69913,0.94178,0.50359,0.90403,0.0057628,0.0057628,0.0057628
216,3335.47,1.02661,0.60246,0.90909,0.89832,0.92172,0.94503,0.6993,0.94175,0.50418,0.90323,0.005743,0.005743,0.005743
217,3350.88,1.04255,0.61036,0.90868,0.89839,0.92154,0.94514,0.69872,0.94119,0.50377,0.90312,0.0057232,0.0057232,0.0057232
218,3366.29,1.04344,0.62007,0.91232,0.89758,0.92139,0.94545,0.7,0.94094,0.5039,0.90277,0.0057034,0.0057034,0.0057034
219,3381.71,1.03329,0.60729,0.90507,0.89816,0.92185,0.94531,0.69964,0.94129,0.5032,0.90263,0.0056836,0.0056836,0.0056836
220,3397.5,1.03474,0.60601,0.90784,0.89545,0.92546,0.94493,0.69933,0.94078,0.50388,0.90272,0.0056638,0.0056638,0.0056638
221,3412.94,1.02341,0.6012,0.90321,0.89522,0.92608,0.94511,0.69975,0.94037,0.503,0.90268,0.005644,0.005644,0.005644
222,3428.36,1.03045,0.61535,0.90898,0.89482,0.92615,0.94443,0.69957,0.94017,0.50271,0.90259,0.0056242,0.0056242,0.0056242
223,3443.77,1.02803,0.59927,0.91238,0.89484,0.92678,0.94571,0.70038,0.94015,0.5022,0.90274,0.0056044,0.0056044,0.0056044
224,3459.17,1.02166,0.60757,0.9066,0.89502,0.92607,0.94568,0.69973,0.93944,0.50208,0.90263,0.0055846,0.0055846,0.0055846
225,3474.54,1.02559,0.60014,0.90784,0.8944,0.9255,0.94537,0.69959,0.9406,0.50223,0.90275,0.0055648,0.0055648,0.0055648
226,3489.92,1.02939,0.60759,0.90615,0.89516,0.92674,0.94628,0.6999,0.94059,0.50115,0.9028,0.005545,0.005545,0.005545
227,3505.33,1.02343,0.59919,0.90152,0.89509,0.92664,0.9459,0.69977,0.94023,0.50092,0.90286,0.0055252,0.0055252,0.0055252
228,3520.62,1.02757,0.60869,0.90299,0.8938,0.92582,0.94463,0.69958,0.94077,0.50121,0.90296,0.0055054,0.0055054,0.0055054
229,3536.01,1.03575,0.61218,0.90938,0.89453,0.92719,0.94522,0.70028,0.9401,0.50091,0.90285,0.0054856,0.0054856,0.0054856
230,3551.39,1.02331,0.60345,0.90548,0.89315,0.92903,0.9452,0.69942,0.94032,0.50076,0.90299,0.0054658,0.0054658,0.0054658
231,3566.56,1.02278,0.6005,0.903,0.89205,0.92847,0.94481,0.69903,0.94116,0.50101,0.90312,0.005446,0.005446,0.005446
232,3581.87,1.02947,0.59544,0.90511,0.89466,0.92602,0.94492,0.69948,0.94149,0.50043,0.90306,0.0054262,0.0054262,0.0054262
233,3597.15,1.01188,0.59787,0.89485,0.89543,0.92638,0.9454,0.70019,0.94148,0.49989,0.90339,0.0054064,0.0054064,0.0054064
234,3612.54,1.01564,0.59349,0.90649,0.89474,0.92695,0.94567,0.7008,0.94122,0.5,0.90358,0.0053866,0.0053866,0.0053866
235,3627.94,1.02781,0.59437,0.90461,0.89464,0.92698,0.94588,0.70032,0.94078,0.50024,0.90348,0.0053668,0.0053668,0.0053668
236,3643.32,1.02782,0.59458,0.90529,0.89409,0.92728,0.9455,0.70018,0.94066,0.50031,0.9036,0.005347,0.005347,0.005347
237,3659.15,1.00996,0.59453,0.9015,0.89459,0.92777,0.9455,0.70128,0.94098,0.49979,0.9038,0.0053272,0.0053272,0.0053272
238,3674.57,1.0256,0.59699,0.90266,0.89388,0.92702,0.94538,0.70139,0.94131,0.49924,0.90377,0.0053074,0.0053074,0.0053074
239,3689.96,1.0165,0.5941,0.90275,0.89401,0.92699,0.9453,0.70125,0.94151,0.4986,0.90386,0.0052876,0.0052876,0.0052876
240,3705.4,1.01821,0.59556,0.90388,0.89416,0.92699,0.94467,0.70131,0.942,0.49861,0.90395,0.0052678,0.0052678,0.0052678
241,3720.67,1.02448,0.59781,0.90748,0.89374,0.92642,0.94412,0.70079,0.94237,0.49852,0.90396,0.005248,0.005248,0.005248
242,3736.06,1.01254,0.58963,0.90252,0.89423,0.92667,0.94479,0.70067,0.9417,0.49894,0.90399,0.0052282,0.0052282,0.0052282
243,3751.51,1.03045,0.60661,0.91222,0.89446,0.92605,0.94472,0.70073,0.94214,0.4994,0.90382,0.0052084,0.0052084,0.0052084
244,3766.95,1.02472,0.59927,0.89939,0.89397,0.92507,0.94441,0.70111,0.9419,0.49883,0.90369,0.0051886,0.0051886,0.0051886
245,3782.36,1.01644,0.58865,0.901,0.89447,0.92416,0.94447,0.70102,0.94192,0.49873,0.90375,0.0051688,0.0051688,0.0051688
246,3797.8,1.0099,0.58588,0.90078,0.89498,0.92493,0.94475,0.70148,0.94188,0.49803,0.90375,0.005149,0.005149,0.005149
247,3813.19,1.00351,0.58429,0.8995,0.89416,0.92436,0.94392,0.70143,0.94177,0.49832,0.90375,0.0051292,0.0051292,0.0051292
248,3828.62,1.01211,0.59207,0.90307,0.89414,0.92438,0.9445,0.70066,0.94134,0.49858,0.90363,0.0051094,0.0051094,0.0051094
249,3844.08,1.01706,0.59274,0.9045,0.894,0.92482,0.94424,0.70151,0.9409,0.49919,0.90346,0.0050896,0.0050896,0.0050896
250,3859.58,1.00903,0.58246,0.89777,0.89348,0.92431,0.94405,0.70137,0.94082,0.49827,0.90345,0.0050698,0.0050698,0.0050698
251,3874.98,1.00596,0.58418,0.90161,0.89476,0.92464,0.94438,0.70237,0.94063,0.49787,0.90336,0.00505,0.00505,0.00505
252,3890.41,1.00421,0.5887,0.89343,0.89438,0.92347,0.94407,0.70209,0.94134,0.49823,0.90324,0.0050302,0.0050302,0.0050302
253,3906.25,1.00187,0.58714,0.8969,0.89433,0.92408,0.94482,0.7017,0.94167,0.49751,0.90322,0.0050104,0.0050104,0.0050104
254,3921.7,1.00714,0.58837,0.90374,0.89457,0.92324,0.94472,0.70265,0.94086,0.49706,0.90315,0.0049906,0.0049906,0.0049906
255,3937.07,1.01584,0.59352,0.90209,0.8957,0.92438,0.94504,0.7026,0.94122,0.49664,0.90325,0.0049708,0.0049708,0.0049708
256,3952.46,1.01401,0.58697,0.89847,0.89521,0.92352,0.94477,0.70124,0.94059,0.4963,0.90316,0.004951,0.004951,0.004951
257,3967.87,1.01498,0.59036,0.89665,0.89482,0.92563,0.94432,0.70077,0.94009,0.4963,0.90322,0.0049312,0.0049312,0.0049312
258,3983.24,1.00651,0.59124,0.89754,0.89562,0.92562,0.94434,0.70104,0.94099,0.49564,0.90324,0.0049114,0.0049114,0.0049114
259,3998.61,0.99942,0.58838,0.89677,0.89116,0.92973,0.9443,0.70135,0.94003,0.49511,0.90328,0.0048916,0.0048916,0.0048916
260,4014.03,0.99486,0.58639,0.8991,0.89132,0.92973,0.94472,0.7013,0.94035,0.49528,0.90305,0.0048718,0.0048718,0.0048718
261,4029.49,0.99946,0.58224,0.8916,0.89227,0.92971,0.94448,0.70176,0.9402,0.49466,0.90303,0.004852,0.004852,0.004852
262,4044.95,0.99538,0.58337,0.9001,0.88983,0.92995,0.94445,0.70182,0.94045,0.49465,0.90303,0.0048322,0.0048322,0.0048322
263,4060.44,0.99986,0.58652,0.90124,0.89071,0.92977,0.94447,0.70243,0.94028,0.49434,0.90293,0.0048124,0.0048124,0.0048124
264,4075.87,1.00764,0.60996,0.91149,0.89075,0.92978,0.94445,0.7015,0.94019,0.49414,0.90289,0.0047926,0.0047926,0.0047926
265,4091.25,0.98913,0.58085,0.90318,0.89065,0.92976,0.94463,0.70181,0.94003,0.49451,0.90285,0.0047728,0.0047728,0.0047728
266,4106.64,0.99742,0.59178,0.90152,0.89116,0.92975,0.94459,0.70094,0.9405,0.4936,0.90292,0.004753,0.004753,0.004753
267,4122.05,1.00515,0.57827,0.90135,0.89041,0.92976,0.94473,0.70135,0.93984,0.49418,0.9027,0.0047332,0.0047332,0.0047332
268,4137.49,0.98869,0.58152,0.89637,0.89002,0.92975,0.94464,0.7012,0.93939,0.49403,0.90269,0.0047134,0.0047134,0.0047134
269,4153.28,1.00623,0.58781,0.8944,0.89058,0.92976,0.94478,0.70114,0.93925,0.49359,0.90259,0.0046936,0.0046936,0.0046936
270,4168.68,0.98461,0.57127,0.89463,0.89114,0.92974,0.94461,0.70071,0.93927,0.49288,0.90264,0.0046738,0.0046738,0.0046738
271,4184.04,1.00769,0.57589,0.89505,0.89179,0.92975,0.94481,0.70082,0.9393,0.49287,0.90261,0.004654,0.004654,0.004654
272,4199.51,0.9945,0.57699,0.89655,0.89191,0.93088,0.9446,0.70065,0.93964,0.4919,0.9027,0.0046342,0.0046342,0.0046342
273,4214.94,0.98571,0.56967,0.89711,0.89239,0.93087,0.94467,0.70055,0.93936,0.49168,0.90272,0.0046144,0.0046144,0.0046144
274,4230.34,0.99687,0.57753,0.8994,0.89231,0.93098,0.94469,0.70025,0.93955,0.4914,0.90265,0.0045946,0.0045946,0.0045946
275,4245.73,0.99614,0.57255,0.89236,0.89206,0.9312,0.94481,0.70061,0.93912,0.49079,0.90264,0.0045748,0.0045748,0.0045748
276,4261.17,0.9993,0.58087,0.89892,0.89249,0.93075,0.94486,0.6997,0.9397,0.49038,0.90281,0.004555,0.004555,0.004555
277,4276.51,0.98806,0.58342,0.89917,0.89246,0.93061,0.94469,0.69826,0.9389,0.4902,0.90282,0.0045352,0.0045352,0.0045352
278,4291.88,0.99544,0.57669,0.89779,0.89321,0.93112,0.94542,0.69939,0.93871,0.49052,0.90285,0.0045154,0.0045154,0.0045154
279,4307.25,0.97867,0.57049,0.88769,0.89331,0.93117,0.94538,0.69947,0.93831,0.49036,0.90277,0.0044956,0.0044956,0.0044956
280,4322.59,0.97889,0.57145,0.89153,0.89326,0.93091,0.9448,0.69945,0.93853,0.48973,0.9025,0.0044758,0.0044758,0.0044758
281,4337.99,0.97832,0.57556,0.88539,0.89268,0.93093,0.94506,0.70005,0.93774,0.49054,0.90239,0.004456,0.004456,0.004456
282,4353.41,0.97912,0.57118,0.89128,0.89252,0.93108,0.94504,0.70035,0.93762,0.48957,0.90225,0.0044362,0.0044362,0.0044362
283,4368.69,0.98475,0.57574,0.89407,0.89262,0.93103,0.94458,0.69949,0.93775,0.48973,0.90222,0.0044164,0.0044164,0.0044164
284,4384.14,0.98835,0.57499,0.8914,0.89292,0.93091,0.94484,0.69936,0.93774,0.48908,0.90232,0.0043966,0.0043966,0.0043966
285,4399.54,0.99879,0.5748,0.89798,0.89278,0.93033,0.94376,0.69986,0.9369,0.48941,0.90179,0.0043768,0.0043768,0.0043768
286,4415.34,0.98832,0.57906,0.89601,0.89381,0.93168,0.94607,0.70058,0.93694,0.49038,0.9018,0.004357,0.004357,0.004357
287,4430.84,0.97652,0.56277,0.88922,0.89277,0.93054,0.94409,0.70061,0.93655,0.48952,0.90188,0.0043372,0.0043372,0.0043372
288,4446.32,0.9914,0.57955,0.9,0.8934,0.93127,0.94446,0.6992,0.93644,0.49032,0.90178,0.0043174,0.0043174,0.0043174
289,4461.7,0.97629,0.57501,0.89374,0.89417,0.93185,0.9459,0.69976,0.93688,0.48988,0.90194,0.0042976,0.0042976,0.0042976
290,4477.07,0.97669,0.56605,0.89134,0.89431,0.93225,0.94528,0.69979,0.93602,0.4887,0.90175,0.0042778,0.0042778,0.0042778
291,4492.45,0.98289,0.5676,0.89534,0.89448,0.93242,0.94598,0.70005,0.93575,0.48967,0.90182,0.004258,0.004258,0.004258
292,4507.86,0.97361,0.56195,0.89613,0.89439,0.93285,0.94623,0.69908,0.93571,0.48907,0.90169,0.0042382,0.0042382,0.0042382
293,4523.26,0.98663,0.5704,0.89374,0.89423,0.93295,0.94634,0.70014,0.93489,0.48925,0.90135,0.0042184,0.0042184,0.0042184
294,4538.64,1.00331,0.57387,0.89487,0.89369,0.93253,0.94551,0.70042,0.9358,0.48932,0.90187,0.0041986,0.0041986,0.0041986
295,4554.04,0.96127,0.55733,0.8879,0.89373,0.93259,0.94618,0.69923,0.93531,0.48908,0.90153,0.0041788,0.0041788,0.0041788
296,4569.44,0.98169,0.57283,0.89429,0.89388,0.93247,0.94647,0.6997,0.93554,0.48868,0.9017,0.004159,0.004159,0.004159
297,4584.78,0.97284,0.5664,0.88605,0.89386,0.93285,0.94671,0.70196,0.93465,0.48841,0.90152,0.0041392,0.0041392,0.0041392
298,4600.16,0.97144,0.55865,0.89,0.89336,0.93205,0.94531,0.70081,0.93537,0.48765,0.90153,0.0041194,0.0041194,0.0041194
299,4615.59,0.97873,0.56071,0.89074,0.89319,0.93206,0.9456,0.70221,0.93576,0.48785,0.90162,0.0040996,0.0040996,0.0040996
300,4631.01,0.97767,0.56099,0.89115,0.89323,0.93224,0.9455,0.70107,0.9348,0.48792,0.90156,0.0040798,0.0040798,0.0040798
301,4646.46,0.98041,0.56981,0.89325,0.89372,0.93205,0.94562,0.70135,0.93466,0.48797,0.90163,0.00406,0.00406,0.00406
302,4661.91,0.96558,0.55139,0.8856,0.89392,0.93205,0.94573,0.70212,0.93495,0.48752,0.90151,0.0040402,0.0040402,0.0040402
303,4677.73,0.95367,0.54673,0.88262,0.89414,0.93242,0.94568,0.70237,0.93408,0.48661,0.90156,0.0040204,0.0040204,0.0040204
304,4693.12,0.97417,0.56275,0.89163,0.89394,0.93204,0.94492,0.70191,0.93409,0.48637,0.90128,0.0040006,0.0040006,0.0040006
305,4708.54,0.9589,0.55459,0.88938,0.8944,0.93261,0.9456,0.70253,0.93423,0.48693,0.90134,0.0039808,0.0039808,0.0039808
306,4723.96,0.97622,0.56871,0.89468,0.895,0.93258,0.94514,0.70244,0.93423,0.48655,0.9014,0.003961,0.003961,0.003961
307,4739.38,0.97173,0.56156,0.8917,0.89463,0.93201,0.94475,0.7023,0.9343,0.48685,0.90149,0.0039412,0.0039412,0.0039412
308,4754.78,0.95345,0.55386,0.88404,0.89488,0.9316,0.94491,0.70194,0.93489,0.48724,0.90156,0.0039214,0.0039214,0.0039214
309,4770.21,0.96521,0.55392,0.89274,0.89628,0.93139,0.94491,0.70248,0.93495,0.48691,0.9015,0.0039016,0.0039016,0.0039016
310,4785.63,0.97771,0.56022,0.89428,0.89622,0.9314,0.94507,0.70199,0.93486,0.48662,0.90159,0.0038818,0.0038818,0.0038818
311,4801.06,0.96807,0.5571,0.88621,0.89667,0.93072,0.94493,0.70263,0.93487,0.48662,0.90138,0.003862,0.003862,0.003862
312,4816.47,0.959,0.55497,0.88832,0.89669,0.92967,0.94482,0.70111,0.93474,0.4859,0.90141,0.0038422,0.0038422,0.0038422
313,4831.87,0.96678,0.58298,0.8855,0.89675,0.93068,0.9452,0.70159,0.93524,0.48614,0.90141,0.0038224,0.0038224,0.0038224
314,4847.27,0.97636,0.55837,0.89313,0.89729,0.93072,0.94524,0.70142,0.93485,0.48594,0.90147,0.0038026,0.0038026,0.0038026
315,4862.69,0.95305,0.54404,0.89445,0.89731,0.93004,0.94499,0.70125,0.93482,0.48573,0.90139,0.0037828,0.0037828,0.0037828
316,4878.12,0.95793,0.55507,0.89096,0.89763,0.92918,0.94527,0.70167,0.93397,0.48538,0.90139,0.003763,0.003763,0.003763
317,4893.59,0.96418,0.54713,0.89249,0.89756,0.92924,0.94535,0.70218,0.93466,0.48545,0.90133,0.0037432,0.0037432,0.0037432
318,4908.99,0.9558,0.55307,0.89117,0.89827,0.92912,0.9451,0.70112,0.93398,0.48511,0.90123,0.0037234,0.0037234,0.0037234
319,4924.39,0.95992,0.56185,0.88711,0.89882,0.92942,0.94565,0.70044,0.93393,0.48511,0.90119,0.0037036,0.0037036,0.0037036
320,4940.18,0.95648,0.54708,0.88691,0.89898,0.92919,0.94554,0.70066,0.93386,0.48433,0.90125,0.0036838,0.0036838,0.0036838
321,4955.53,0.9586,0.56063,0.89025,0.89876,0.92903,0.94549,0.70185,0.93326,0.48426,0.9012,0.003664,0.003664,0.003664
322,4970.94,0.95656,0.55564,0.88359,0.89944,0.92911,0.94541,0.70094,0.93393,0.48366,0.90126,0.0036442,0.0036442,0.0036442
323,4986.4,0.94941,0.54242,0.88721,0.89993,0.92897,0.94568,0.70154,0.93442,0.48304,0.90133,0.0036244,0.0036244,0.0036244
324,5001.82,0.9595,0.54211,0.88803,0.89937,0.92853,0.94555,0.70087,0.93347,0.48255,0.90129,0.0036046,0.0036046,0.0036046
325,5017.22,0.9712,0.55946,0.89223,0.89979,0.92894,0.94582,0.7025,0.93423,0.48245,0.90147,0.0035848,0.0035848,0.0035848
326,5032.7,0.95692,0.55051,0.88924,0.89961,0.9282,0.94548,0.70166,0.93414,0.48248,0.90153,0.003565,0.003565,0.003565
327,5048.1,0.94501,0.54593,0.88027,0.89858,0.9279,0.94566,0.70164,0.93501,0.48317,0.9017,0.0035452,0.0035452,0.0035452
328,5063.48,0.95596,0.55624,0.88605,0.89925,0.92766,0.94612,0.70177,0.93349,0.48282,0.90132,0.0035254,0.0035254,0.0035254
329,5078.85,0.95888,0.54412,0.88522,0.89915,0.92782,0.94572,0.70281,0.93343,0.48263,0.90142,0.0035056,0.0035056,0.0035056
330,5094.25,0.95639,0.55656,0.89005,0.8994,0.92797,0.9458,0.70148,0.9336,0.48279,0.90156,0.0034858,0.0034858,0.0034858
331,5109.77,0.94627,0.54132,0.88332,0.90064,0.92769,0.94594,0.70241,0.93342,0.48196,0.90156,0.003466,0.003466,0.003466
332,5125.23,0.95544,0.54294,0.88286,0.90094,0.92769,0.94612,0.70303,0.93262,0.48194,0.90155,0.0034462,0.0034462,0.0034462
333,5140.66,0.95087,0.54003,0.88991,0.90055,0.92775,0.94619,0.70357,0.93278,0.48146,0.90154,0.0034264,0.0034264,0.0034264
334,5156.1,0.93807,0.53982,0.88378,0.90036,0.92769,0.94638,0.70295,0.93213,0.48199,0.90177,0.0034066,0.0034066,0.0034066
335,5171.51,0.92696,0.53283,0.87181,0.90307,0.92677,0.94649,0.70216,0.93246,0.48144,0.9016,0.0033868,0.0033868,0.0033868
336,5186.91,0.95278,0.54575,0.88545,0.90389,0.927,0.94651,0.70204,0.93283,0.48121,0.90181,0.003367,0.003367,0.003367
337,5202.76,0.94627,0.53519,0.88794,0.90333,0.92637,0.94655,0.70267,0.93299,0.48055,0.90192,0.0033472,0.0033472,0.0033472
338,5218.21,0.95006,0.55085,0.89019,0.90401,0.92682,0.94636,0.70297,0.93246,0.47999,0.9019,0.0033274,0.0033274,0.0033274
339,5233.58,0.93994,0.53934,0.88445,0.90436,0.92674,0.94637,0.70354,0.93182,0.48035,0.90184,0.0033076,0.0033076,0.0033076
340,5248.96,0.94314,0.53848,0.88333,0.9044,0.92627,0.94654,0.70417,0.93188,0.48005,0.90171,0.0032878,0.0032878,0.0032878
341,5264.33,0.95058,0.53808,0.8858,0.90355,0.92681,0.94641,0.70279,0.9312,0.48044,0.9017,0.003268,0.003268,0.003268
342,5279.73,0.92254,0.53694,0.87879,0.90007,0.92314,0.94643,0.70463,0.93141,0.48003,0.90163,0.0032482,0.0032482,0.0032482
343,5295.12,0.9286,0.52995,0.88471,0.90004,0.92385,0.94615,0.70389,0.9313,0.47941,0.90181,0.0032284,0.0032284,0.0032284
344,5310.43,0.93158,0.53642,0.88241,0.89938,0.92268,0.94594,0.70348,0.93155,0.4796,0.90174,0.0032086,0.0032086,0.0032086
345,5325.83,0.93402,0.53528,0.88115,0.89947,0.9225,0.94606,0.70365,0.93096,0.47971,0.90167,0.0031888,0.0031888,0.0031888
346,5341.28,0.94672,0.53766,0.87964,0.89889,0.92257,0.94608,0.70377,0.93088,0.47985,0.90169,0.003169,0.003169,0.003169
347,5356.68,0.93047,0.52889,0.88325,0.89964,0.92327,0.94611,0.70241,0.93087,0.47935,0.90154,0.0031492,0.0031492,0.0031492
348,5372.06,0.93101,0.53338,0.87818,0.89925,0.92338,0.9461,0.70222,0.93089,0.47947,0.90159,0.0031294,0.0031294,0.0031294
349,5387.42,0.93752,0.53899,0.88913,0.89959,0.92329,0.94624,0.70294,0.93104,0.47903,0.9016,0.0031096,0.0031096,0.0031096
350,5402.79,0.93844,0.53485,0.88121,0.89959,0.9234,0.94638,0.70435,0.93063,0.47911,0.90156,0.0030898,0.0030898,0.0030898
351,5418.16,0.93097,0.53186,0.88006,0.89975,0.9234,0.94637,0.70401,0.93037,0.47978,0.90153,0.00307,0.00307,0.00307
352,5433.6,0.93486,0.53077,0.87826,0.89981,0.92385,0.94635,0.70354,0.93031,0.47874,0.90155,0.0030502,0.0030502,0.0030502
353,5449.46,0.9107,0.52292,0.88048,0.89981,0.9237,0.94635,0.70409,0.93003,0.47905,0.90163,0.0030304,0.0030304,0.0030304
354,5464.9,0.93286,0.537,0.88052,0.89963,0.92371,0.94643,0.703,0.93012,0.47861,0.90161,0.0030106,0.0030106,0.0030106
355,5480.23,0.93185,0.53266,0.88295,0.89953,0.92371,0.94641,0.70434,0.92996,0.479,0.90148,0.0029908,0.0029908,0.0029908
356,5495.6,0.92853,0.52987,0.87653,0.8994,0.92391,0.9464,0.70358,0.92979,0.47897,0.90144,0.002971,0.002971,0.002971
357,5511.04,0.91728,0.52621,0.88255,0.89958,0.92433,0.94651,0.70356,0.92991,0.47826,0.90159,0.0029512,0.0029512,0.0029512
358,5526.49,0.93524,0.53475,0.88177,0.89928,0.9249,0.94641,0.70429,0.93044,0.47842,0.90168,0.0029314,0.0029314,0.0029314
359,5541.87,0.92811,0.53551,0.87414,0.8992,0.92491,0.94639,0.70474,0.93026,0.47882,0.90179,0.0029116,0.0029116,0.0029116
360,5557.31,0.92188,0.53299,0.87591,0.89942,0.92493,0.94674,0.70522,0.9298,0.47952,0.90167,0.0028918,0.0028918,0.0028918
361,5572.75,0.92614,0.5339,0.88021,0.89962,0.92495,0.94667,0.70583,0.93017,0.47894,0.90161,0.002872,0.002872,0.002872
362,5588.18,0.93836,0.53073,0.88042,0.90383,0.92942,0.94671,0.70527,0.92989,0.47996,0.90163,0.0028522,0.0028522,0.0028522
363,5603.56,0.92063,0.52956,0.87791,0.90354,0.92974,0.9464,0.70459,0.92956,0.47932,0.90152,0.0028324,0.0028324,0.0028324
364,5618.95,0.93241,0.53109,0.87882,0.90355,0.93008,0.94649,0.70427,0.92907,0.47937,0.90152,0.0028126,0.0028126,0.0028126
365,5634.3,0.92603,0.53181,0.87402,0.9036,0.93009,0.94666,0.70381,0.92893,0.47914,0.90141,0.0027928,0.0027928,0.0027928
366,5649.57,0.93694,0.53852,0.88097,0.9037,0.93019,0.94678,0.70485,0.92983,0.47841,0.9015,0.002773,0.002773,0.002773
367,5664.87,0.91474,0.52692,0.86856,0.90356,0.93029,0.94683,0.70475,0.92956,0.47855,0.90141,0.0027532,0.0027532,0.0027532
368,5680.28,0.93549,0.53442,0.87865,0.90343,0.9303,0.94702,0.70469,0.92953,0.47806,0.90118,0.0027334,0.0027334,0.0027334
369,5696.13,0.93183,0.53933,0.87756,0.90354,0.9303,0.94694,0.70493,0.92935,0.4781,0.90124,0.0027136,0.0027136,0.0027136
370,5711.54,0.9276,0.53029,0.88278,0.90457,0.93077,0.94666,0.70512,0.92859,0.47814,0.90127,0.0026938,0.0026938,0.0026938
